<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20140410,000000,1322.3000000,1324.9000000,1314.0000000,1315.3000000,98763
20140411,000000,1315.4000000,1324.2000000,1315.2000000,1318.4000000,56554
20140413,000000,1321.2000000,1330.8000000,1319.4000000,1324.9000000,30486
20140414,000000,1324.8000000,1331.4000000,1307.5000000,1311.5000000,108466
20140415,000000,1311.5000000,1312.3000000,1284.4000000,1303.2000000,171851
20140416,000000,1303.2000000,1307.1000000,1296.6000000,1298.3000000,86474
20140417,000000,1298.2000000,1304.4000000,1292.8000000,1294.6000000,61528
20140420,000000,1294.9000000,1302.5000000,1281.8000000,1288.2000000,46809
20140421,000000,1288.3000000,1293.9000000,1282.7000000,1290.6000000,74770
20140422,000000,1290.6000000,1293.1000000,1275.8000000,1284.4000000,102919
20140423,000000,1284.4000000,1289.1000000,1280.8000000,1283.6000000,89730
20140424,000000,1283.5000000,1299.0000000,1268.4000000,1293.7000000,166140
20140425,000000,1293.7000000,1305.2000000,1292.0000000,1303.6000000,78793
20140427,000000,1303.1000000,1306.6000000,1301.6000000,1303.4000000,20663
20140428,000000,1303.3000000,1303.9000000,1286.1000000,1287.8000000,95342
20140429,000000,1287.8000000,1302.0000000,1287.4000000,1291.4000000,89270
20140430,000000,1291.3000000,1298.4000000,1281.8000000,1282.9000000,125370
20140501,000000,1282.8000000,1289.5000000,1277.3000000,1284.2000000,93348
20140502,000000,1284.2000000,1304.9000000,1272.1000000,1300.4000000,137460
20140504,000000,1300.9000000,1315.8000000,1299.7000000,1309.5000000,0
20140505,000000,1312.5000000,1315.8000000,1308.0000000,1310.9000000,81279
20140506,000000,1311.0000000,1315.0000000,1304.4000000,1312.9000000,89037
20140507,000000,1313.0000000,1313.4000000,1286.6000000,1291.4000000,135200
20140508,000000,1291.5000000,1295.5000000,1284.8000000,1289.6000000,90785
20140509,000000,1289.7000000,1294.5000000,1285.5000000,1289.9000000,59521
20140511,000000,1289.9000000,1293.0000000,1277.7000000,1291.1000000,29127
20140512,000000,1291.2000000,1304.5000000,1290.2000000,1294.1000000,110600
20140513,000000,1294.1000000,1302.5000000,1289.1000000,1301.8000000,96064
20140514,000000,1301.7000000,1309.2000000,1300.1000000,1303.5000000,102738
20140515,000000,1303.5000000,1307.0000000,1290.9000000,1293.1000000,129649
20140516,000000,1293.3000000,1296.7000000,1287.7000000,1292.8000000,59345
20140518,000000,1292.7000000,1301.7000000,1289.5000000,1299.9000000,25777
20140519,000000,1299.8000000,1305.7000000,1287.8000000,1291.1000000,100704
20140520,000000,1291.1000000,1297.2000000,1286.0000000,1294.2000000,93497
20140521,000000,1294.1000000,1297.0000000,1282.9000000,1294.5000000,115299
20140522,000000,1294.4000000,1304.1000000,1291.2000000,1292.5000000,101006
20140523,000000,1292.6000000,1294.8000000,1286.6000000,1293.0000000,54869
20140525,000000,1293.9000000,1294.8000000,1290.9000000,1291.9000000,10543
20140526,000000,1291.9000000,1294.1000000,1281.8000000,1283.2000000,45934
20140527,000000,1283.1000000,1285.1000000,1260.8000000,1264.3000000,156273
20140528,000000,1264.4000000,1267.3000000,1250.9000000,1252.8000000,70216
20140529,000000,1252.5000000,1260.6000000,1251.7000000,1254.8000000,32955
20140530,000000,1254.7000000,1256.7000000,1242.2000000,1251.4000000,100262
20140601,000000,1250.4000000,1251.0000000,1241.1000000,1243.8000000,26137
20140602,000000,1243.7000000,1251.0000000,1241.7000000,1246.6000000,81276
20140603,000000,1246.6000000,1247.9000000,1240.2000000,1246.4000000,74951
20140604,000000,1246.5000000,1249.5000000,1242.5000000,1243.0000000,67265
20140605,000000,1242.9000000,1257.9000000,1241.2000000,1254.8000000,117299
20140606,000000,1254.8000000,1258.2000000,1245.7000000,1252.4000000,87873
20140608,000000,1252.9000000,1256.0000000,1251.6000000,1255.3000000,15368
20140609,000000,1255.3000000,1257.3000000,1250.1000000,1254.0000000,52872
20140610,000000,1254.1000000,1263.8000000,1252.4000000,1262.5000000,78099
20140611,000000,1262.5000000,1265.5000000,1258.6000000,1261.8000000,65798
20140612,000000,1261.9000000,1277.6000000,1261.8000000,1273.4000000,126849
20140613,000000,1273.4000000,1278.1000000,1271.6000000,1276.0000000,52982
20140615,000000,1276.8000000,1285.1000000,1276.5000000,1280.9000000,29672
20140616,000000,1280.8000000,1283.0000000,1262.8000000,1264.8000000,96842
20140617,000000,1264.9000000,1272.8000000,1258.0000000,1268.3000000,91855
20140618,000000,1268.3000000,1282.5000000,1267.1000000,1281.3000000,91823
20140619,000000,1281.4000000,1322.5000000,1281.2000000,1309.2000000,242794
20140620,000000,1309.3000000,1320.5000000,1308.3000000,1314.8000000,101125
20140622,000000,1314.9000000,1318.1000000,1310.5000000,1316.1000000,26908
20140623,000000,1316.1000000,1326.0000000,1310.4000000,1323.8000000,90549
20140624,000000,1323.9000000,1326.6000000,1305.4000000,1314.5000000,114668
20140625,000000,1314.5000000,1325.6000000,1308.8000000,1311.8000000,122968
20140626,000000,1311.9000000,1323.1000000,1306.8000000,1316.7000000,116469
20140627,000000,1316.7000000,1321.9000000,1313.2000000,1316.0000000,62724
20140629,000000,1316.7000000,1318.4000000,1312.7000000,1313.6000000,21253
20140630,000000,1313.6000000,1334.9000000,1311.0000000,1327.1000000,125006
20140701,000000,1327.2000000,1332.6000000,1325.2000000,1326.7000000,95808
20140702,000000,1326.7000000,1333.2000000,1320.7000000,1322.9000000,110096
20140703,000000,1323.0000000,1324.3000000,1309.4000000,1322.2000000,116903
20140704,000000,1322.3000000,1323.1000000,1320.3000000,1321.3000000,9296
20140706,000000,1321.4000000,1321.7000000,1313.2000000,1315.1000000,22372
20140707,000000,1315.1000000,1321.3000000,1312.1000000,1320.3000000,64412
20140708,000000,1320.4000000,1327.0000000,1314.3000000,1324.4000000,106507
20140709,000000,1324.4000000,1333.4000000,1322.3000000,1331.3000000,112057
20140710,000000,1331.4000000,1346.8000000,1331.3000000,1337.8000000,129856
20140711,000000,1337.8000000,1340.4000000,1334.6000000,1340.0000000,47177
20140713,000000,1340.4000000,1340.9000000,1316.2000000,1322.0000000,54649
20140714,000000,1322.1000000,1324.5000000,1302.2000000,1311.1000000,146209
20140715,000000,1311.1000000,1314.4000000,1292.6000000,1298.1000000,144720
20140716,000000,1298.1000000,1308.8000000,1295.8000000,1302.9000000,87646
20140717,000000,1302.8000000,1325.9000000,1299.3000000,1310.0000000,165966
20140718,000000,1310.0000000,1312.8000000,1305.0000000,1311.4000000,65459
20140720,000000,1311.0000000,1315.5000000,1307.9000000,1315.0000000,16161
20140721,000000,1314.9000000,1319.0000000,1305.0000000,1308.2000000,71460
20140722,000000,1308.1000000,1316.8000000,1302.2000000,1308.8000000,104430
20140723,000000,1308.7000000,1311.8000000,1295.2000000,1297.6000000,89150
20140724,000000,1297.6000000,1301.7000000,1287.5000000,1292.7000000,116907
20140725,000000,1292.8000000,1308.9000000,1292.5000000,1308.5000000,72794
20140727,000000,1307.8000000,1309.4000000,1301.1000000,1305.1000000,34809
20140728,000000,1305.0000000,1312.1000000,1301.8000000,1308.8000000,61156
20140729,000000,1308.9000000,1310.3000000,1295.5000000,1298.6000000,66581
20140730,000000,1298.8000000,1303.0000000,1291.0000000,1296.4000000,13197
20140731,000000,1296.8000000,1297.3000000,1280.6000000,1285.6000000,21287
20140801,000000,1285.6000000,1298.4000000,1281.0000000,1295.2000000,108513
20140803,000000,1294.6000000,1296.4000000,1292.5000000,1295.1000000,13343
20140804,000000,1295.1000000,1295.9000000,1287.0000000,1293.4000000,61371
20140805,000000,1293.3000000,1295.0000000,1283.3000000,1291.7000000,92020
20140806,000000,1291.7000000,1311.0000000,1289.0000000,1304.9000000,151780
20140807,000000,1304.8000000,1324.3000000,1303.0000000,1318.1000000,149279
20140808,000000,1318.0000000,1320.5000000,1305.7000000,1310.6000000,78881
20140810,000000,1310.4000000,1312.9000000,1306.4000000,1309.8000000,17323
20140811,000000,1309.8000000,1314.9000000,1306.8000000,1312.5000000,58431
20140812,000000,1312.5000000,1319.3000000,1307.3000000,1310.3000000,89123
20140813,000000,1310.3000000,1319.8000000,1306.0000000,1316.3000000,96106
20140814,000000,1316.3000000,1321.8000000,1310.0000000,1314.8000000,83864
20140815,000000,1314.8000000,1316.5000000,1293.0000000,1305.5000000,168262
20140817,000000,1304.5000000,1304.7000000,1298.4000000,1303.5000000,21521
20140818,000000,1303.5000000,1304.9000000,1296.5000000,1302.0000000,64908
20140819,000000,1302.0000000,1303.7000000,1293.5000000,1295.1000000,71901
20140820,000000,1295.1000000,1299.3000000,1274.9000000,1281.6000000,109404
20140821,000000,1281.6000000,1284.1000000,1273.4000000,1281.9000000,99872
20140822,000000,1282.0000000,1283.9000000,1274.6000000,1281.8000000,67711
20140824,000000,1280.7000000,1280.7000000,1276.1000000,1277.6000000,12712
20140825,000000,1277.6000000,1291.7000000,1275.0000000,1288.3000000,72728
20140826,000000,1288.2000000,1291.9000000,1280.9000000,1286.1000000,76535
20140827,000000,1286.1000000,1294.4000000,1282.0000000,1290.0000000,69928
20140828,000000,1290.0000000,1297.6000000,1284.1000000,1286.5000000,93699
20140829,000000,1286.4000000,1292.5000000,1285.0000000,1288.0000000,49434
20140831,000000,1288.5000000,1290.9000000,1285.8000000,1290.5000000,11370
20140901,000000,1290.6000000,1290.8000000,1275.2000000,1277.1000000,46949
20140902,000000,1277.0000000,1278.8000000,1261.9000000,1266.8000000,147535
20140903,000000,1266.9000000,1274.4000000,1265.3000000,1272.6000000,70781
20140904,000000,1272.7000000,1279.2000000,1258.0000000,1264.8000000,141307
20140905,000000,1264.9000000,1274.8000000,1262.8000000,1269.2000000,73413
20140907,000000,1269.5000000,1272.6000000,1266.7000000,1267.6000000,14818
20140908,000000,1267.5000000,1268.4000000,1252.1000000,1255.8000000,112375
20140909,000000,1255.8000000,1258.6000000,1248.1000000,1254.0000000,114456
20140910,000000,1254.1000000,1255.4000000,1244.5000000,1249.1000000,121322
20140911,000000,1249.2000000,1249.5000000,1232.8000000,1236.7000000,149091
20140912,000000,1236.8000000,1239.9000000,1228.1000000,1229.0000000,94455
20140914,000000,1228.5000000,1238.0000000,1226.3000000,1235.6000000,26987
20140915,000000,1235.6000000,1241.6000000,1232.2000000,1240.6000000,80012
20140916,000000,1240.5000000,1243.2000000,1232.2000000,1237.0000000,104239
20140917,000000,1236.9000000,1240.5000000,1216.6000000,1223.6000000,136650
20140918,000000,1223.7000000,1229.2000000,1216.3000000,1223.5000000,149977
20140919,000000,1223.4000000,1226.3000000,1214.2000000,1216.9000000,113961
20140921,000000,1216.6000000,1218.4000000,1208.8000000,1215.3000000,41199
20140922,000000,1215.4000000,1227.7000000,1212.5000000,1224.1000000,122227
20140923,000000,1224.2000000,1237.0000000,1220.5000000,1222.4000000,124911
20140924,000000,1222.3000000,1226.7000000,1206.6000000,1211.3000000,137153
20140925,000000,1211.2000000,1232.7000000,1208.4000000,1224.4000000,159047
20140926,000000,1224.3000000,1224.9000000,1212.8000000,1220.0000000,82075
20140928,000000,1219.2000000,1221.5000000,1215.8000000,1220.0000000,26207
20140929,000000,1220.1000000,1223.9000000,1215.3000000,1217.6000000,82677
20140930,000000,1217.6000000,1220.7000000,1204.3000000,1206.9000000,174737
20141001,000000,1206.9000000,1228.0000000,1205.5000000,1217.5000000,148524
20141002,000000,1217.5000000,1219.5000000,1206.4000000,1208.1000000,126445
20141003,000000,1207.9000000,1211.0000000,1190.3000000,1191.1000000,142923
20141005,000000,1192.0000000,1195.6000000,1183.3000000,1194.7000000,34199
20141006,000000,1194.7000000,1212.9000000,1193.0000000,1209.1000000,142508
20141007,000000,1209.1000000,1218.8000000,1203.8000000,1218.6000000,122484
20141008,000000,1218.7000000,1230.3000000,1205.1000000,1226.7000000,184102
20141009,000000,1226.6000000,1234.0000000,1217.6000000,1222.4000000,145512
20141010,000000,1222.4000000,1225.7000000,1219.2000000,1223.3000000,77489
20141012,000000,1224.8000000,1238.0000000,1223.6000000,1228.6000000,40702
20141013,000000,1228.6000000,1237.5000000,1225.2000000,1232.8000000,96030
20141014,000000,1232.8000000,1238.6000000,1222.1000000,1224.4000000,120490
20141015,000000,1224.5000000,1250.3000000,1222.0000000,1239.9000000,239302
20141016,000000,1239.8000000,1245.0000000,1235.2000000,1239.5000000,146088
20141017,000000,1239.5000000,1240.9000000,1232.0000000,1238.5000000,81835
20141019,000000,1239.4000000,1243.8000000,1234.9000000,1242.1000000,27379
20141020,000000,1242.1000000,1254.1000000,1240.7000000,1251.5000000,91928
20141021,000000,1251.7000000,1255.6000000,1246.3000000,1247.4000000,107309
20141022,000000,1247.4000000,1249.7000000,1238.9000000,1240.7000000,99499
20141023,000000,1240.5000000,1240.8000000,1226.3000000,1232.5000000,125525
20141024,000000,1232.5000000,1234.7000000,1228.7000000,1231.2000000,55727
20141026,000000,1230.4000000,1232.1000000,1227.4000000,1229.4000000,15635
20141027,000000,1229.4000000,1232.0000000,1222.2000000,1228.8000000,89188
20141028,000000,1228.7000000,1235.5000000,1226.2000000,1228.8000000,82975
20141029,000000,1228.7000000,1229.0000000,1201.1000000,1203.7000000,153118
20141030,000000,1203.8000000,1207.5000000,1167.1000000,1175.9000000,227457
20141031,000000,1175.9000000,1176.3000000,1160.5000000,1173.5000000,129446
20141102,000000,1171.1000000,1172.3000000,1161.0000000,1170.9000000,41409
20141103,000000,1170.9000000,1173.4000000,1163.4000000,1170.1000000,111914
20141104,000000,1170.1000000,1175.0000000,1142.4000000,1145.3000000,167757
20141105,000000,1145.2000000,1152.4000000,1137.1000000,1144.2000000,174379
20141106,000000,1144.1000000,1149.0000000,1130.4000000,1144.8000000,144402
20141107,000000,1144.8000000,1179.0000000,1142.4000000,1178.7000000,190208
20141109,000000,1177.2000000,1177.5000000,1167.8000000,1171.7000000,34877
20141110,000000,1171.7000000,1171.7000000,1145.5000000,1150.7000000,139928
20141111,000000,1150.7000000,1172.5000000,1150.6000000,1162.7000000,140593
20141112,000000,1162.6000000,1169.4000000,1153.0000000,1162.2000000,145102
20141113,000000,1162.2000000,1167.2000000,1148.9000000,1153.5000000,91381
20141114,000000,1153.4000000,1192.9000000,1146.0000000,1187.9000000,213358
20141116,000000,1185.8000000,1193.6000000,1181.3000000,1187.1000000,69010
20141117,000000,1187.2000000,1204.1000000,1180.8000000,1200.7000000,142600
20141118,000000,1200.6000000,1202.7000000,1191.0000000,1199.9000000,115740
20141119,000000,1199.9000000,1201.7000000,1173.9000000,1195.6000000,239590
20141120,000000,1195.7000000,1201.1000000,1185.8000000,1193.8000000,134421
20141121,000000,1193.8000000,1207.6000000,1190.7000000,1201.5000000,109944
20141123,000000,1199.4000000,1203.3000000,1193.4000000,1194.8000000,19801
20141124,000000,1194.9000000,1202.2000000,1192.2000000,1200.9000000,77606
20141125,000000,1201.0000000,1202.2000000,1189.0000000,1195.3000000,71930
20141126,000000,1195.3000000,1199.0000000,1184.7000000,1195.2000000,17144
20141127,000000,1194.8000000,1196.2000000,1180.6000000,1180.8000000,1403
20141128,000000,1180.8000000,1187.3000000,1163.8000000,1167.0000000,4082
20141130,000000,1159.1000000,1183.0000000,1141.7000000,1172.5000000,112251
20141201,000000,1172.5000000,1221.0000000,1168.0000000,1200.1000000,248585
20141202,000000,1200.1000000,1208.0000000,1191.4000000,1203.8000000,129041
20141203,000000,1203.8000000,1215.0000000,1199.1000000,1202.9000000,94548
20141204,000000,1202.9000000,1213.5000000,1201.1000000,1204.0000000,102297
20141205,000000,1203.9000000,1208.5000000,1186.4000000,1192.6000000,111352
20141207,000000,1191.2000000,1198.7000000,1187.3000000,1195.2000000,28282
20141208,000000,1195.3000000,1209.3000000,1191.5000000,1205.7000000,97138
20141209,000000,1205.8000000,1239.0000000,1204.5000000,1227.3000000,221615
20141210,000000,1227.3000000,1235.1000000,1218.2000000,1222.2000000,126958
20141211,000000,1222.1000000,1232.6000000,1216.4000000,1225.7000000,114531
20141212,000000,1225.9000000,1227.2000000,1214.8000000,1222.1000000,76556
20141214,000000,1221.5000000,1225.0000000,1210.2000000,1211.2000000,37791
20141215,000000,1211.3000000,1217.9000000,1191.3000000,1199.1000000,138946
20141216,000000,1199.2000000,1223.9000000,1187.8000000,1197.6000000,188430
20141217,000000,1197.7000000,1213.9000000,1182.0000000,1208.8000000,163932
20141218,000000,1208.8000000,1210.9000000,1192.7000000,1197.6000000,99080
20141219,000000,1197.6000000,1200.6000000,1193.8000000,1194.5000000,35956
20141221,000000,1196.0000000,1202.3000000,1193.8000000,1196.9000000,24168
20141222,000000,1197.0000000,1198.3000000,1170.7000000,1179.5000000,112683
20141223,000000,1179.7000000,1181.3000000,1172.4000000,1176.8000000,69905
20141224,000000,1176.7000000,1179.1000000,1172.7000000,1175.2000000,20730
20141225,000000,1175.2000000,1198.9000000,1175.2000000,1197.5000000,28841
20141226,000000,1197.5000000,1199.1000000,1192.2000000,1196.1000000,34194
20141228,000000,1194.9000000,1197.5000000,1192.1000000,1192.8000000,19424
20141229,000000,1192.7000000,1195.7000000,1178.6000000,1187.2000000,88399
20141230,000000,1187.2000000,1210.9000000,1182.3000000,1198.7000000,103726
20141231,000000,1198.8000000,1199.9000000,1179.5000000,1183.2000000,51741
20150101,000000,1184.0000000,1188.2000000,1181.1000000,1182.5000000,11199
20150102,000000,1182.5000000,1194.9000000,1167.3000000,1189.8000000,86630
20150104,000000,1187.8000000,1198.0000000,1177.8000000,1189.5000000,39743
20150105,000000,1189.5000000,1214.4000000,1186.5000000,1211.0000000,136313
20150106,000000,1211.0000000,1223.3000000,1205.4000000,1213.4000000,142706
20150107,000000,1213.4000000,1216.9000000,1204.9000000,1206.4000000,102701
20150108,000000,1206.2000000,1216.8000000,1204.2000000,1212.0000000,89842
20150109,000000,1212.0000000,1224.0000000,1207.0000000,1223.4000000,94234
